Id,Modelo_1,Modelo_2
203,12.490547,13.237166
204,10.052522,9.899086
205,12.563822,12.916479
206,10.26336,11.385884
207,13.073106,12.609311
208,12.693243,12.209382
209,8.739306,12.000344
210,15.369224,13.275441
211,13.123331,13.664165
212,9.892437,10.692997
213,10.292506,11.419179
214,14.748179,13.397145
215,11.169754,11.29277
216,9.571188,12.367414
217,7.7338157,9.37801
218,16.291056,13.690274
219,3.7734883,9.389699
220,15.075384,13.612404
221,12.552393,12.282429
222,17.705631,13.347257
223,7.3978305,10.963483
224,15.414141,12.745632
225,15.4695425,13.330259
226,8.721082,5.234074
227,11.406698,12.55354
228,7.692226,11.8835125
229,10.568254,9.667215
230,7.023563,9.537442
231,9.386328,9.984026
232,9.213005,11.421423
233,9.15229,11.242396
234,17.158382,13.093891
235,9.813567,8.697116
236,13.13215,13.003244
237,14.165005,13.404678
238,9.663269,11.019478
239,9.898856,12.853469
240,0.04814057,4.647192
241,8.210712,8.7107935
242,16.275272,11.590128
243,10.666392,11.259736
244,15.967205,14.314461
245,9.239326,6.527381
246,7.5561414,9.9484625
247,12.805312,11.496086
248,3.6687403,7.020065
249,12.28017,10.295474
250,10.925062,11.6068125
251,9.2876,8.905315
252,13.019576,12.317727
253,14.250515,12.302744
254,10.498035,10.651701
255,13.228286,13.030587
256,10.079734,10.364577
257,11.105496,11.613532
258,12.692731,12.507027
259,10.007,10.645107
260,8.219037,9.154683
261,11.334944,12.581044
262,9.72154,10.831747
263,11.310893,11.506768
264,7.6074743,10.489174
265,10.7403,13.612625
266,12.664459,12.377676
267,7.56061,11.311444
268,15.65017,12.682675
269,6.3428135,8.86774
270,5.4142814,13.540231
271,13.182499,11.191325
272,14.49044,11.695041
273,11.077657,11.450668
274,10.447054,10.79638
275,7.8191686,9.454357
276,13.173297,14.36731
277,10.205847,11.202325
278,9.895466,8.696475
279,7.8178134,12.105353
280,12.429387,11.50679
281,7.8322988,11.324497
282,9.978269,10.413658
283,17.74896,12.739996
284,8.424791,6.9167986
285,16.193789,10.92179
286,9.743232,11.575319
287,13.031018,12.395375
288,11.175006,9.954659
289,15.286553,11.087123
290,14.6812105,13.302841
291,15.284289,11.224986
292,13.250158,11.21023
293,13.198864,12.426389
294,12.659651,12.7759075
295,14.566191,14.02203
296,15.349034,12.808492
297,12.358938,11.313699
298,12.764869,12.790661
299,13.159177,12.009296
300,12.815472,11.484217
301,11.200383,12.092094
302,15.228625,12.706512
303,15.168182,12.243529
304,11.243465,10.604917
305,17.708422,12.925899
306,16.17099,12.991313
307,9.763648,12.898346
308,12.71984,11.8949375
309,15.424564,12.221197
310,10.87729,10.630305
311,7.6352816,9.091343
312,12.945177,12.490797
313,13.102448,12.571328
314,9.589255,10.25302
315,12.392173,13.609453
316,14.870784,14.533387
317,13.273333,11.66825
318,-0.11525703,1.9835721
319,-0.31109345,5.134297
320,9.928663,6.712745
321,9.961995,10.390011
322,14.846456,13.548797
323,9.537827,9.679397
324,9.24159,9.59033
325,15.608393,13.711441
326,14.745618,12.514191
327,14.614371,14.013134
328,16.08746,12.553485
329,8.625922,12.264881
330,8.643374,8.808837
331,7.975056,8.854715
332,17.463146,13.3321905
333,9.324839,11.484992
334,11.534724,11.49381
335,12.962763,8.853297
336,12.494028,13.459274
337,10.700552,12.490079
338,5.9491076,8.104602
339,7.2071705,9.382431
340,9.801216,11.998276
341,10.81795,10.107126
342,1.9035692,5.012062
343,15.066552,11.131756
344,13.314196,11.02189
345,14.175774,14.904533
346,12.429415,13.791577
347,10.67566,12.785764
348,16.081844,12.755981
349,12.162052,9.951361
350,14.745618,14.511557
351,13.764253,13.081307
352,12.978878,11.354775
353,16.11561,14.436935
354,8.276897,10.962322
355,11.034334,10.480139
356,10.555968,12.407263
357,15.390364,12.882269
358,6.179006,9.2102
359,14.55606,11.974595
360,12.664853,12.440738
361,12.508325,11.760551
362,12.667483,11.609469
363,15.542743,10.470369
364,10.2591095,12.684252
365,12.523304,11.718377
366,14.231154,14.698505
367,13.284791,12.65598
368,11.105496,11.494553
369,9.262836,8.308228
370,11.23587,11.939501
371,9.230026,9.17039
372,9.641715,10.601398
373,7.1416125,10.085696
374,0.120398834,8.33973
375,13.25098,11.453914
376,13.750291,11.823188
377,9.411713,11.09816
378,10.408933,11.723779
379,15.505734,13.925305
380,5.423607,10.297566
381,9.343735,10.596576
382,7.832932,9.466554
383,14.1661215,13.809826
384,12.727932,13.253657
385,6.7106733,10.407024
386,14.690237,13.683107
387,12.692731,13.047667
388,10.215427,12.047333
389,16.208567,13.153599
390,-0.23021765,4.246207
391,12.273742,13.078817
392,6.3468666,8.480412
393,7.664806,9.613291
394,11.599304,11.382024
395,12.475421,13.10354
396,9.408349,11.916854
397,11.230207,12.025492
398,12.676699,12.740248
399,11.706145,9.79992
400,12.7703,11.383616
401,17.771654,12.860212
402,10.891328,11.558877
403,15.277005,14.322317
404,10.098821,12.364668
405,7.416464,7.771141
406,11.355461,12.439424
407,9.785594,10.108949
408,10.389894,11.572599
409,13.672754,13.811187
410,16.138508,13.345334
411,14.758694,12.151208
412,10.360065,11.691377
413,9.225704,6.9251385
414,10.879869,13.097183
415,10.632934,10.079801
416,10.396906,10.942068
417,11.91414,12.729138
418,13.234084,14.193981
419,11.2896185,12.379555
420,17.74633,13.522161
421,14.061327,13.392262
422,5.849175,11.279063
423,6.9730005,8.875205
424,8.666277,9.5969095
425,12.658431,12.865755
426,10.124626,10.876983
427,6.2924433,9.312469
428,12.5772505,11.694123
429,18.418993,12.419302
430,12.729844,12.680384
431,12.661617,12.523316
432,10.665805,12.63545
433,8.789928,8.409541
434,14.575214,10.853199
435,16.218225,12.97601
436,11.277224,10.441706
437,13.188903,13.283862
438,9.193635,11.041403
439,12.817588,13.500916
440,15.429168,11.307741
441,9.358841,11.415484
442,9.645756,10.396675
443,11.953995,10.849428
444,12.584906,12.59807
445,9.627117,11.789087
446,17.634039,11.878677
447,7.915809,9.777978
448,15.546164,13.4950485
449,14.195508,12.828941
450,16.181744,13.26322
451,0.005442722,4.9105253
452,10.797254,9.648897
453,11.520695,6.3735437
454,10.194058,13.245405
455,16.37543,12.738483
456,-0.33570996,4.3310943
457,9.7853565,12.103531
458,10.21336,11.743529
459,8.677373,9.108927
460,10.201117,12.170619
461,12.674111,12.237962
462,11.812009,11.5071535
463,14.349257,11.391809
464,12.723149,13.434507
465,10.776799,10.634645
466,11.110637,9.512325
467,7.7014174,8.95293
468,10.530446,11.366761
469,14.865134,13.657588
470,17.442616,12.972697
471,10.343352,7.6476927
472,10.769714,11.347413
473,-1.1613803,0.67588055
474,14.278514,11.305817
475,17.320303,12.233611
476,10.788824,12.029109
477,6.7707553,8.265069
478,7.495768,10.171482
479,11.947787,12.641491
480,16.06719,11.627322
481,9.7929535,11.965928
482,9.427614,10.872089
483,9.592074,9.2114105
484,14.70587,12.509337
485,10.376758,9.106619
486,12.075371,9.805571
487,10.277392,12.253512
488,7.1243815,9.94321
489,10.112057,10.319897
490,10.210375,9.742056
491,8.344893,13.215366
492,9.804823,10.801517
493,10.838761,10.447652
494,13.268017,12.727808
495,11.687197,11.817993
496,9.942847,10.033113
497,15.5468445,11.782235
498,12.45929,11.057399
499,16.18318,13.50953
500,9.275885,10.169635
501,8.693789,11.119096
502,12.379583,15.153203
503,11.136704,12.098099
504,12.8479185,12.637814
505,12.533759,11.645963
506,11.241666,12.823063
507,8.326755,9.465542
508,6.2418947,9.958581
509,10.061525,10.158681
510,9.707214,12.072138
511,10.784894,10.778754
512,9.677459,11.370249
513,9.50168,8.680987
514,17.321505,12.361798
515,14.478794,11.097169
516,15.630809,13.522712
517,8.716901,10.052353
518,10.454683,11.382128
519,15.48497,10.930111
520,0.21645671,7.9615293
521,7.0829973,12.05893
522,15.488932,11.9883375
523,10.3557415,9.947688
524,14.004373,13.248874
525,12.699838,11.065367
526,17.638895,12.614994
527,11.810554,5.174282
528,13.201217,13.722548
529,14.765952,13.208608
530,14.153546,12.194349
531,11.335347,13.254651
532,15.331044,11.711085
533,14.846456,12.994272
534,9.475184,9.733592
535,11.833036,10.865235
536,13.26159,13.169243
537,14.813152,12.456661
538,10.788574,9.385264
539,17.087847,12.575132
540,10.210416,11.027876
541,6.0176506,8.665878
542,12.552441,12.538331
543,9.858315,9.88038
544,10.472682,10.486295
545,12.572659,8.751567
546,11.473937,14.463866
547,10.528048,10.766106
548,13.156548,11.453596
549,11.528837,13.150257
550,11.429353,11.748608
551,7.4766498,11.56828
552,13.036289,12.029956
553,11.542685,13.31989
554,17.408978,13.699649
555,12.726221,11.932486
556,17.811728,12.843445
557,13.341596,13.577301
558,11.864231,11.754633
559,10.371584,12.760865
560,8.418513,8.678555
561,6.961033,9.112145
562,17.196247,14.529124
563,-0.0061754193,4.8978395
564,12.633913,11.877552
565,9.642913,10.268794
566,10.071545,13.144936
567,15.434412,13.873806
568,12.989507,10.192442
569,10.343764,5.7775135
570,7.2059083,12.661573
571,14.828578,13.748407
572,12.343306,10.395943
573,11.623414,12.373638
574,12.738859,13.0809145
575,10.05611,12.268485
576,9.64113,9.700598
577,12.70379,13.446503
578,14.216611,12.5193405
579,9.3106,9.679604
580,10.039668,9.415568
581,17.737677,13.072646
582,10.124119,11.703608
583,13.273333,12.509646
584,14.538101,12.774721
585,16.068005,12.996902
586,8.27574,11.128391
587,10.51663,11.076424
588,12.146163,10.240004
589,18.53074,13.841641
590,16.226086,13.7194805
591,8.237647,8.987043
592,10.085175,10.428935
593,9.325606,8.938793
594,6.233946,9.242256
595,10.384214,10.616607
596,15.311486,10.756096
597,12.916346,12.21047
598,3.0139787,2.7617753
599,9.582658,12.454793
600,11.433253,12.0997925
601,6.302125,9.652696
602,8.289408,9.474898
603,13.987596,11.338864
604,8.889828,9.840885
605,10.85892,12.112683
606,0.14643882,9.300363
607,13.022879,12.126716
608,11.132513,9.714824
609,6.928158,11.304082
610,11.586607,11.820072
611,7.816555,8.497174
612,13.0647955,13.250244
613,10.942011,10.395255
614,10.572564,12.213784
615,15.534622,10.891755
616,8.643912,11.857267
617,12.238909,13.927789
618,13.216569,12.255158
619,10.04851,10.309137
620,17.714954,13.116709
621,7.0364213,7.313995
622,11.120293,12.063719
623,12.70416,13.007675
624,10.141543,9.4347515
625,11.569559,11.820407
626,12.567179,13.444368
627,11.121129,12.226796
628,17.366983,12.383319
629,10.3869,11.8795595
630,17.815973,13.862755
631,13.04177,10.363645
632,11.1460285,12.358408
633,12.1353,12.735392
634,7.541599,9.649562
635,10.205466,11.105241
636,10.857221,10.201687
637,10.438075,12.213822
638,17.345114,13.715276
639,9.967511,8.873429
640,11.485518,8.432139
641,12.528175,12.109857
642,7.5168457,11.215598
643,12.8524885,9.208742
644,14.663457,10.9043865
645,15.470248,12.854115
646,11.571594,11.652805
647,15.093218,10.739711
648,8.840389,9.377264
649,11.183142,9.35705
650,15.519029,13.290632
651,8.450534,9.116672
652,6.1002088,9.587102
653,9.397786,11.034067
654,14.829468,12.041305
655,11.415325,10.7466545
656,7.608656,8.986817
657,2.7072356,3.9057677
658,11.346806,11.9125185
659,9.202937,8.382056
660,12.780781,13.6049795
661,12.161683,11.259597
662,16.152576,14.34709
663,12.70416,11.016496
664,17.477682,14.041018
665,4.0596642,10.57872
666,7.229829,8.519104
667,10.000479,12.383105
668,16.995861,12.634911
669,9.84065,11.171267
670,14.255814,11.230188
671,9.499656,9.20393
672,15.984883,11.647091
673,15.334194,15.082338
674,8.927823,12.930762
675,14.790779,15.016663
676,15.410454,11.703978
677,14.459084,12.7290125
678,10.847462,10.751746
679,13.027661,12.422371
680,6.997435,10.796072
681,14.003508,12.649894
682,9.801554,11.288063
683,15.976951,12.541446
684,10.513583,9.33419
685,12.72527,13.38832
686,12.661665,12.816337
687,8.811028,9.182367
688,9.24428,9.129425
689,13.298563,12.302385
690,11.807992,10.596691
691,10.064548,11.354799
692,9.647662,11.23817
693,10.314511,9.099672
694,11.598065,12.560124
695,12.63735,11.522617
696,15.501508,14.076287
697,3.9571772,4.5867934
698,8.553977,10.610992
699,11.170766,11.965847
700,12.4822,12.8134985
701,0.16314645,9.654294
702,12.955802,12.398679
703,13.242786,11.630334
704,10.599642,10.835367
705,11.525928,14.858976
706,13.2984295,13.106269
707,9.830375,11.759943
708,3.3298502,5.1419935
709,15.297716,13.20694
710,12.22596,11.590513
711,8.462255,10.427214
712,15.4300375,14.651051
713,7.543822,4.7614527
714,9.759257,11.4950075
715,11.187715,12.06553
716,11.219689,12.237924
717,16.263556,13.821949
718,17.377527,13.980563
719,7.8719397,11.6726
720,13.016924,13.116188
721,13.245376,12.293257
722,14.931973,13.443577
723,12.17466,10.897062
724,11.518405,12.650747
725,9.558053,9.471574
726,12.535768,11.491933
727,9.260587,9.280925
728,9.233744,11.190013
729,11.252262,12.493707
730,9.627386,12.054939
731,18.500458,13.598841
732,15.414141,14.194598
733,13.795765,10.737531
734,16.23014,13.358305
735,12.494028,12.410837
736,7.2495055,10.950379
737,0.4499736,8.882821
738,8.108029,10.175657
739,12.548189,13.668897
740,9.204177,11.587889
741,9.736557,12.697234
742,0.43245506,6.1195397
743,12.992941,10.604846
744,16.164038,15.48523
745,0.65038276,5.095475
746,17.811728,12.493812
747,11.87198,10.691954
748,9.975565,10.79565
749,11.927049,9.329518
750,12.711022,12.761819
751,15.525938,11.777438
752,-0.5719468,7.0367074
753,17.25615,12.0611
754,3.971662,4.5391946
755,14.620567,10.471353
756,4.411514,9.2302265
757,17.416286,12.5822735
758,11.330346,11.680693
759,10.046778,8.588303
760,15.341715,12.8253765
761,17.135633,13.969365
762,13.157484,12.677843
763,12.140634,9.67205
764,12.274141,11.261781
765,13.177444,13.753806
766,10.847462,11.626528
767,12.880319,12.08515
768,10.917502,12.830768
769,16.013016,13.126326
770,8.479461,11.950205
771,16.335289,12.665806
772,10.32425,8.7919235
773,12.59744,13.173649
774,12.622538,12.738801
775,6.5290537,10.984673
776,15.081097,13.537638
777,7.3784733,11.114388
778,17.914215,11.482835
779,16.173168,14.498108
780,15.207626,10.769492
781,7.3002334,10.690754
782,13.252852,12.267109
783,9.740361,11.771383
784,15.490982,10.363354
785,10.823129,10.224857
786,9.829302,9.474569
787,11.4044485,9.626528
788,13.149022,12.259927
789,12.780781,13.076794
790,14.784136,13.758535
791,13.216402,10.702069
792,11.311014,14.085297
793,10.896642,9.779871
794,3.7930958,9.97182
795,13.156548,9.940345
796,10.042791,10.740992
797,17.728203,13.423226
798,11.108507,12.860177
799,7.546586,10.315527
800,9.492306,8.641212
801,12.494028,13.395591
802,4.1235538,10.131922
803,10.717484,11.078405
804,4.4197683,8.623045
805,14.247157,14.020803
806,6.5489635,10.887374
807,10.240244,12.100815
808,11.612054,10.963697
809,14.169478,13.743569
810,8.529225,11.322743
811,10.991281,12.547909
812,12.508471,12.562342
813,12.490134,12.343795
814,15.685259,11.060513
815,12.708411,11.299067
816,17.72943,12.998076
817,8.554216,10.814048
818,17.895271,14.71818
819,0.23346092,4.8825893
820,6.461975,4.1441326
821,10.507174,11.128158
822,12.35922,8.856648
823,12.996146,9.03831
824,13.122064,13.353684
825,9.620266,9.50824
826,10.939543,12.574653
827,10.100235,8.619455
828,14.846456,14.138589
829,8.708998,10.534517
830,12.468429,11.031457
831,7.1991243,5.5084167
832,17.427258,13.8449745
833,12.712845,12.083149
834,15.726824,12.414666
835,9.261326,9.738121
